,Unnamed: 0,ID,Datetime,OA_TT1,OA_MT1,Enthalpy,OA_TT2,OA_MT2,OA_E2,CHP_PDTA,CHP_PDTB,CHP_FT,chiller_RT,CHP_PDT_PV,CHP_VFD_OUT,chiller_supply_temp,chiller_return_temp,SYS_COP,CH_COP,CHP_Total_KW,chiller_kwh,CWP_Total_KW,CT_Total_KW,CWP_FT,CT_TDT_PV,CT_VFD_OUT,condenser_supply_temp,condenser_return_temp,CT_IN_TTB,chiller_01_supply_temp,chiller_02_supply_temp,chiller_03_supply_temp,chiller_04_supply_temp,chiller_01_return_temp,chiller_02_return_temp,chiller_03_return_temp,chiller_04_return_temp,chiller_01_kwh_A,chiller_01_kwh_B,chiller_02_kwh_A,chiller_02_kwh_B,chiller_03_kwh_A,chiller_03_kwh_B,chiller_04_kwh_A,chiller_04_kwh_B,chiller_01_loading_A,chiller_01_loading_B,chiller_02_loading_A,chiller_02_loading_B,chiller_03_loading_A,chiller_03_loading_B,chiller_04_loading_A,chiller_04_loading_B,CT_OUT_TT_to_CH,CWP_TDT_PV,CWP_VFD_OUT,CHP01_VFD_OUT,CHP02_VFD_OUT,CHP03_VFD_OUT,CHP04_VFD_OUT,CWP01_VFD_OUT,CWP02_VFD_OUT,CWP03_VFD_OUT,CWP04_VFD_OUT,CT02_VFD_OUT,CT04_VFD_OUT,CT06_VFD_OUT,CT08_VFD_OUT,CT10_VFD_OUT,CT02_VFD_KW,CT04_VFD_KW,CT06_VFD_KW,CT08_VFD_KW,CT10_VFD_KW,MAU111_KW,MAU112_KW,MAU121_KW,MAU122_KW,MAU123_KW,MAU411_KW,MAU412_KW,MAU413_KW,MAU421_KW,MAU422_KW,MAU423_KW,MAU424_KW,MAU711_KW,MAU712_KW,MAU713_KW,MAU714_KW,MAU721_KW,MAU722_KW,MAU723_KW,MAU111_MT,MAU112_MT,MAU121_MT,MAU122_MT,MAU123_MT,MAU411_MT,MAU412_MT,MAU413_MT,MAU421_MT,MAU422_MT,MAU423_MT,MAU424_MT,MAU711_MT,MAU712_MT,MAU713_MT,MAU714_MT,MAU721_MT,MAU722_MT,MAU723_MT,MAU111_Valve_Out,MAU112_Valve_Out,MAU121_Valve_Out,MAU122_Valve_Out,MAU123_Valve_Out,MAU411_Valve_Out,MAU412_Valve_Out,MAU413_Valve_Out,MAU421_Valve_Out,MAU422_Valve_Out,MAU423_Valve_Out,MAU424_Valve_Out,MAU711_Valve_Out,MAU712_Valve_Out,MAU713_Valve_Out,MAU714_Valve_Out,MAU721_Valve_Out,MAU722_Valve_Out,MAU723_Valve_Out,CT_WDT,CT_Out_Tune,CHP_PDT_Tune,CWP_TDT_Tune,CH08_01_Tune,CH08_02_Tune,CH08_03_Tune,CH08_04_Tune,CH08_Run_Count,CH08_Set_Temp,CT_WDT_A,Wet_bulb_temp,system_kwh,chiller_01_kwh,chiller_01_flow,chiller_01_loading,chiller_02_kwh,chiller_02_flow,chiller_02_loading,chiller_03_kwh,chiller_03_flow,chiller_03_loading,chiller_04_kwh,chiller_04_flow,chiller_04_loading,condenser_temp_diff,loading,system_KPI,Approach,CT_eff
4379,4379,46667,2022-10-30 09:50:00,24.94212913513184,14.355859756469728,61.63685989379883,24.89872932434082,14.518589973449709,61.92438888549805,0.992547571659088,0.996598482131958,2810.4580078125,4588.3388671875,0.996598482131958,35.16556930541992,9.72265338897705,14.655280113220217,0.4198755025863647,0.3631094992160797,108.62000274658205,1669.0,70.83999633789062,81.72000122070312,3693.68408203125,25.26041030883789,35.64501953125,25.245939254760746,31.481300354003903,31.408960342407227,9.609999656677246,9.550000190734863,9.989999771118164,9.479999542236328,15.81999969482422,14.390000343322754,15.960000038146973,14.100000381469728,0.0,0.0,451.0,485.0,0.0,0.0,733.0,0.0,0.0,0.0,56.79999923706055,56.5,0.0,0.0,82.80000305175781,0.0,25.54974937438965,24.594919204711918,0.0,35.099998474121094,35.20000076293945,35.099998474121094,0.0,39.29999923706055,0.0,0.0,39.400001525878906,21.899999618530277,35.599998474121094,35.599998474121094,35.599998474121094,35.599998474121094,4.889999866485596,18.84000015258789,17.899999618530273,19.020000457763672,21.06999969482422,9.255800247192385,10.986109733581545,11.800000190734863,12.187580108642578,10.325480461120604,16.0,16.0,15.46382999420166,17.399999618530273,15.600000381469728,16.399999618530273,15.055060386657717,20.0,20.799999237060547,19.852819442749023,19.7397403717041,20.700000762939453,20.100000381469727,20.534439086914062,9.976852416992188,9.901623725891112,10.30091953277588,10.214119911193848,10.214110374450684,11.168950080871582,11.278900146484377,11.192099571228027,9.53126335144043,9.519676208496094,9.716443061828612,9.496541976928713,10.763870239257812,10.792799949645996,10.815950393676758,10.798589706420898,8.397035598754883,8.628511428833008,8.425970077514648,44.08462905883789,44.91881942749024,43.6833610534668,46.99570083618164,39.35237884521485,35.03316116333008,41.62847137451172,63.79557037353516,49.85641860961914,59.795440673828125,54.67790985107422,55.81373977661133,40.02153015136719,42.21100997924805,48.57035827636719,48.97328186035156,76.6373291015625,100.0,100.0,,25.38,,,9.5,9.5,9.5,9.5,,9.5,23.206069946289062,21.47001075744629,1930.1800003051758,0.0,0.0,0.0,936.0,1607.7236794855773,56.64999961853027,0.0,0.0,0.0,733.0,1318.9941067969116,41.400001525878906,5.235361099243157,24.512500286102295,0.4206707604158087,3.7759284973144567,0.6228329566439861
4380,4380,46668,2022-10-30 10:00:00,25.17361068725586,14.469209671020508,62.14530944824219,24.86978912353516,14.56698989868164,61.94475936889648,0.9945729970932008,1.0006489753723145,2817.8798828125,4596.19384765625,1.0006489753723145,35.2093391418457,9.708186149597168,14.640580177307127,0.418357789516449,0.3629244863986969,108.95999908447266,1670.0,72.10001373291016,74.16999816894531,3706.705078125,25.318279266357425,34.46199035644531,25.318279266357425,31.481300354003903,31.452369689941406,9.59999942779541,9.579999923706056,9.969999313354492,9.479999542236328,15.81999969482422,14.380000114440918,15.960000038146973,14.079999923706056,0.0,0.0,450.0,484.0,0.0,0.0,736.0,0.0,0.0,0.0,56.70000076293945,56.29999923706055,0.0,0.0,82.80000305175781,0.0,25.622089385986328,24.696189880371094,0.0,35.20000076293945,35.29999923706055,35.20000076293945,0.0,39.5,0.0,0.0,39.5,22.0,34.400001525878906,34.400001525878906,34.400001525878906,34.400001525878906,4.860000133514404,16.65999984741211,16.209999084472656,17.270000457763672,19.170000076293945,9.321308135986328,10.944879531860352,11.699999809265137,12.161540031433104,9.953045845031738,16.100000381469727,15.699999809265137,15.382659912109377,17.600000381469727,15.600000381469728,16.5,15.480090141296388,19.899999618530277,20.299999237060547,19.774890899658203,19.802120208740234,20.399999618530277,20.0,20.67806053161621,9.837967872619627,9.92477035522461,10.254619598388672,10.208330154418944,10.24884033203125,11.221030235290527,11.192099571228027,11.221030235290527,9.51390266418457,9.4675931930542,9.693294525146484,9.502328872680664,10.775440216064451,10.804369926452637,10.815950393676758,10.815950393676758,8.397035598754883,8.622724533081055,8.414396286010742,44.2211799621582,45.274051666259766,43.14662170410156,47.09490966796875,39.458961486816406,35.29582977294922,39.48844909667969,64.62925720214844,49.73793029785156,58.26119995117188,54.91075897216797,55.87900924682617,40.95417022705078,42.20689010620117,48.96881866455078,49.3106689453125,76.52143859863281,100.0,100.0,,25.41,,,9.5,9.5,9.5,9.5,,9.5,23.23500061035156,21.49893951416016,1925.2300109863281,0.0,0.0,0.0,934.0,1619.456452916781,56.5,0.0,0.0,0.0,736.0,1331.6300879236046,41.400001525878906,5.163021087646477,24.475000381469727,0.41887485053922735,3.8193397521972656,0.6173911348753597
4381,4381,46669,2022-10-30 10:10:00,25.34720993041992,14.658809661865234,62.82672882080078,25.274879455566406,14.78026008605957,62.69786834716797,0.992547571659088,0.996598482131958,2879.72705078125,4661.71484375,0.996598482131958,35.3011589050293,9.72265338897705,14.655280113220217,0.4122501909732818,0.3576897084712982,109.72000122070312,1676.0,74.37999725341797,72.55000305175781,3932.39306640625,25.376150131225582,33.95745849609375,25.3906192779541,31.452369689941406,31.46682929992676,9.59999942779541,9.559999465942385,10.0,9.469999313354492,15.81999969482422,14.40999984741211,15.970000267028809,14.119999885559082,0.0,0.0,453.0,487.0,0.0,0.0,736.0,0.0,0.0,0.0,57.0,56.59999847412109,0.0,0.0,83.0,0.0,25.665489196777344,24.73958969116211,0.0,35.29999923706055,35.400001525878906,35.20000076293945,0.0,39.79999923706055,0.0,0.0,39.79999923706055,22.0,33.900001525878906,34.0,33.900001525878906,33.900001525878906,4.880000114440918,16.770000457763672,15.600000381469728,16.84000015258789,18.459999084472656,9.327436447143556,10.957079887390137,11.800000190734863,12.183239936828612,10.34889030456543,16.0,15.800000190734863,15.499059677124023,17.399999618530273,15.5,16.399999618530273,15.19242000579834,20.299999237060547,20.5,19.647640228271484,19.678600311279297,20.600000381469727,19.899999618530277,20.571590423583984,9.930557250976562,9.89583683013916,10.162030220031738,10.185190200805664,10.214110374450684,11.197879791259766,11.197879791259766,11.180520057678224,9.461820602416992,9.525463104248049,9.693294525146484,9.502328872680664,10.8333101272583,10.815950393676758,10.792799949645996,10.792799949645996,8.397035598754883,8.628511428833008,8.425970077514648,45.042388916015625,45.26021957397461,43.58930969238281,47.09936141967773,39.76329040527344,35.82318115234375,42.32590866088867,64.90872192382812,50.182350158691406,59.315731048583984,55.07120132446289,56.07754898071289,40.89717102050781,42.89107894897461,48.81618118286133,49.31533050537109,76.33123779296875,100.0,100.0,,25.55,,,9.5,9.5,9.5,9.5,,9.5,23.53881072998047,21.730419158935547,1932.650001525879,0.0,0.0,0.0,940.0,1630.1950033210903,56.79999923706055,0.0,0.0,0.0,736.0,1331.3072124177581,41.5,5.061750411987305,24.574999809265137,0.4145791980642057,3.6602001190185547,0.6235117523643827
4382,4382,46670,2022-10-30 10:20:00,25.5642204284668,14.701729774475098,63.16147994995117,25.26041030883789,14.853690147399902,63.14078140258789,0.996598482131958,1.0026750564575195,2807.98388671875,4602.44189453125,1.0026750564575195,35.35108947753906,9.751587867736816,14.684679985046388,0.4248526990413666,0.3695864081382751,111.16000366210938,1701.0,72.2699966430664,72.20999908447266,3780.487060546875,25.5642204284668,34.06990051269531,25.593149185180664,31.828510284423828,31.756179809570312,9.609999656677246,9.59000015258789,10.010000228881836,9.4399995803833,15.829999923706056,14.420000076293944,15.970000267028809,14.109999656677246,0.0,0.0,457.0,492.0,0.0,0.0,752.0,0.0,0.0,0.0,57.5,57.29999923706055,0.0,0.0,84.5999984741211,0.0,25.88249969482422,24.797460556030277,0.0,35.400001525878906,35.400001525878906,35.29999923706055,0.0,39.5,0.0,0.0,39.5,22.0,34.0,34.0,34.0,34.0,4.909999847412109,16.440000534057617,15.850000381469728,16.579999923706055,18.43000030517578,9.25334358215332,10.93101978302002,11.699999809265137,12.13623046875,9.864641189575195,15.899999618530272,16.100000381469727,15.448789596557615,17.5,15.5,16.600000381469727,15.177760124206545,20.0,20.600000381469727,19.74197006225586,19.66750907897949,20.399999618530277,20.0,20.426189422607425,9.930557250976562,9.907410621643066,10.07522964477539,10.208330154418944,10.208330154418944,11.16316032409668,11.23838996887207,11.203669548034668,9.45603370666504,9.46180534362793,9.704869270324709,9.490755081176758,10.804369926452637,10.787010192871094,10.815950393676758,10.804369926452637,8.420183181762695,8.634298324584961,8.420183181762695,44.57024002075195,45.21485137939453,44.47896957397461,47.35797882080078,39.45402908325195,34.675559997558594,39.43634033203125,64.55172729492188,50.85391998291016,59.74354934692383,54.86606979370117,56.20256042480469,40.05527114868164,42.04413986206055,48.762020111083984,49.214500427246094,77.13435363769531,100.0,100.0,,25.68,,,9.5,9.5,9.5,9.5,,9.5,23.640079498291016,21.773820877075195,1956.6399993896484,0.0,0.0,0.0,949.0,1607.6254619376884,57.39999961853027,0.0,0.0,0.0,752.0,1317.5488929410176,42.29999923706055,5.235361099243164,24.924999713897705,0.42513084232841325,3.8193283081054688,0.6201445759911738
4383,4383,46671,2022-10-30 10:30:00,25.9837703704834,14.855250358581545,63.97299957275391,25.5642204284668,14.864270210266112,63.62297821044922,1.0006489753723145,1.004699945449829,2810.4580078125,4625.2861328125,1.0006489753723145,35.26258850097656,9.72265338897705,14.699370384216309,0.4244570136070251,0.3695901930332184,110.22000122070312,1713.0,72.95999908447266,72.83999633789062,3645.94189453125,25.737829208374023,34.15359878540039,25.752290725708008,31.91530990600586,31.857440948486328,9.59999942779541,9.559999465942385,9.90999984741211,9.4399995803833,15.829999923706056,14.449999809265137,15.970000267028809,14.109999656677246,0.0,0.0,462.0,497.0,0.0,0.0,754.0,0.0,0.0,0.0,57.79999923706055,57.5,0.0,0.0,85.0,0.0,26.04163932800293,24.91320037841797,0.0,35.29999923706055,35.400001525878906,35.20000076293945,0.0,39.5,0.0,0.0,39.59999847412109,22.0,34.099998474121094,34.099998474121094,34.099998474121094,34.099998474121094,4.730000019073486,16.65999984741211,15.93000030517578,16.920000076293945,18.56999969482422,9.299365043640137,10.960160255432127,11.800000190734863,12.138799667358398,10.250929832458496,16.100000381469727,16.200000762939453,15.352499961853027,17.5,15.699999809265137,16.200000762939453,15.078020095825195,20.100000381469727,20.299999237060547,19.719209671020508,19.712810516357425,20.600000381469727,20.0,20.59164047241211,9.8784761428833,9.89583683013916,10.07522964477539,10.196760177612305,10.190970420837402,11.255749702453612,11.180520057678224,11.203669548034668,9.45603370666504,9.519676208496094,9.693294525146484,9.490755081176758,10.763870239257812,10.76965045928955,10.787010192871094,10.792799949645996,8.368101119995117,8.622724533081055,8.414396286010742,44.55448913574219,45.155548095703125,45.01412963867188,47.06774139404297,39.16720962524414,35.87881851196289,42.25468063354492,64.32521057128906,51.04533004760742,59.190189361572266,55.24187088012695,56.12775039672852,41.50725173950195,43.01218032836914,48.8602294921875,49.36606979370117,77.3476333618164,100.0,100.0,,25.77,,,9.5,9.5,9.5,9.5,,9.5,23.85708999633789,21.947420120239254,1969.0199966430664,0.0,0.0,0.0,959.0,1601.300156029346,57.64999961853027,0.0,0.0,0.0,754.0,1318.3098184795854,42.5,5.163019180297852,25.03749990463257,0.42570771625879145,3.8048706054687536,0.6182872516405807
4384,4384,46672,2022-10-30 10:40:00,26.200780868530277,14.92626953125,64.43092346191406,25.781230926513672,15.090530395507812,64.6716537475586,0.9945729970932008,1.0006489753723145,2847.56591796875,4727.44384765625,1.0006489753723145,35.16693115234375,9.693718910217283,14.714070320129396,0.4149790108203888,0.3610830903053283,109.16999816894533,1705.0,73.33000183105469,73.4000015258789,3902.010986328125,25.853559494018555,34.22386932373047,25.853559494018555,31.973180770874023,31.958709716796875,9.559999465942385,9.539999961853027,9.989999771118164,9.469999313354492,15.84000015258789,14.4399995803833,15.970000267028809,14.130000114440918,0.0,0.0,461.0,494.0,0.0,0.0,750.0,0.0,0.0,0.0,57.900001525878906,57.5,0.0,0.0,84.30000305175781,0.0,26.14291000366211,24.985530853271484,0.0,35.099998474121094,35.29999923706055,35.20000076293945,0.0,39.70000076293945,0.0,0.0,39.79999923706055,22.0,34.20000076293945,34.20000076293945,34.099998474121094,34.20000076293945,4.840000152587891,17.079999923706055,15.770000457763672,17.049999237060547,18.65999984741211,9.24817943572998,10.901969909667969,11.699999809265137,12.100879669189451,9.794048309326172,16.200000762939453,16.100000381469727,15.413339614868164,17.5,15.399999618530272,16.399999618530273,15.472129821777344,20.0,20.299999237060547,19.660690307617188,19.693220138549805,20.399999618530277,20.0,20.57115936279297,9.837967872619627,9.8784761428833,10.214110374450684,10.214119911193848,10.133099555969238,11.168950080871582,11.255749702453612,11.22681999206543,9.53126335144043,9.4675931930542,9.699082374572754,9.51390266418457,10.873820304870604,10.850669860839844,10.792799949645996,10.792799949645996,8.37388801574707,8.599576950073242,8.40282154083252,45.49723052978516,45.3654899597168,45.83774185180664,47.21247100830078,40.103511810302734,34.80744934082031,38.72703170776367,64.62425231933594,50.92435836791992,59.64900970458984,55.07170104980469,56.07521057128906,40.68246841430664,41.73950958251953,48.8697395324707,49.35824966430664,75.83328247070312,99.99803924560548,100.0,,25.89,,,9.5,9.5,9.5,9.5,,9.5,23.886030197143555,21.97636032104492,1960.900001525879,0.0,0.0,0.0,955.0,1634.1469506711626,57.70000076293945,0.0,0.0,0.0,750.0,1349.4570127402783,42.150001525878906,5.119621276855469,24.96250057220459,0.4147907547327177,3.8771991729736364,0.612156766000542
4385,4385,46673,2022-10-30 10:50:00,26.33098030090332,14.965550422668455,64.62442016601562,26.33098030090332,15.17903995513916,65.06864929199219,0.9945729970932008,1.0006489753723145,2820.35400390625,4645.64306640625,1.0006489753723145,35.15956115722656,9.72265338897705,14.699370384216309,0.4223616123199463,0.3671216070652008,108.70999908447266,1710.0,75.72000122070312,73.08000183105469,3784.826904296875,25.824630737304688,34.23992156982422,25.839099884033203,31.92977905273437,31.973180770874023,9.59000015258789,9.510000228881836,10.020000457763672,9.4399995803833,15.850000381469728,14.4399995803833,15.970000267028809,14.149999618530272,0.0,0.0,462.0,496.0,0.0,0.0,752.0,0.0,0.0,0.0,57.900001525878906,57.70000076293945,0.0,0.0,84.5999984741211,0.0,26.128440856933597,25.274879455566406,0.0,35.099998474121094,35.20000076293945,35.20000076293945,0.0,40.0,0.0,0.0,40.09999847412109,22.0,34.20000076293945,34.20000076293945,34.099998474121094,34.20000076293945,4.75,16.979999542236328,15.989999771118164,16.790000915527344,18.56999969482422,9.265560150146484,10.978219985961914,11.899999618530272,12.222049713134766,9.948335647583008,16.200000762939453,15.5,15.29833984375,17.399999618530273,15.5,16.399999618530273,15.248250007629396,20.200000762939453,20.5,19.724050521850582,19.696739196777344,20.5,20.100000381469727,20.434240341186523,9.98263931274414,9.901623725891112,10.243049621582031,10.225689888000488,10.138890266418455,11.203669548034668,11.08215045928955,11.255749702453612,9.525476455688477,9.48495388031006,9.664361000061035,9.519689559936523,10.804369926452637,10.74071979522705,10.775440216064451,10.792799949645996,8.425970077514648,8.622724533081055,8.425970077514648,45.24850845336914,45.4969596862793,45.28850936889648,47.25254821777344,39.80398941040039,35.45790100097656,41.61008071899414,64.6186294555664,49.67353057861328,58.28491973876953,54.73062896728516,56.26375961303711,39.78216171264648,42.25891876220703,49.00920104980469,49.43283081054688,76.51302337646484,100.0,100.0,,25.82,,,9.5,9.5,9.5,9.5,,9.5,23.900489807128903,22.092100143432617,1967.5100021362305,0.0,0.0,0.0,958.0,1596.4310366853645,57.80000114440918,0.0,0.0,0.0,752.0,1311.6816575796518,42.29999923706055,5.090679168701168,25.02500009536743,0.42351725563329723,3.746999740600586,0.619117499651497
4386,4386,46674,2022-10-30 11:00:00,26.67819023132324,14.899200439453123,64.81381225585938,26.533519744873047,15.095210075378418,64.93592834472656,0.9864714741706848,0.992547571659088,2869.83203125,4796.8779296875,0.9945729970932008,35.37533950805664,9.72265338897705,14.772870063781738,0.4176411032676697,0.3640882968902588,110.45999908447266,1751.0,73.53999328613281,72.87000274658203,3606.881103515625,25.925899505615234,34.3289909362793,25.95483016967773,32.190189361572266,32.14678955078125,9.59000015258789,9.59999942779541,10.020000457763672,9.4399995803833,15.859999656677246,14.5,15.989999771118164,14.170000076293944,0.0,0.0,468.0,498.0,0.0,0.0,778.0,0.0,0.0,0.0,58.29999923706055,58.09999847412109,0.0,0.0,87.5,0.0,26.24418067932129,25.3906192779541,0.0,35.29999923706055,35.5,35.29999923706055,0.0,39.70000076293945,0.0,0.0,39.79999923706055,22.0,34.29999923706055,34.400001525878906,34.20000076293945,34.29999923706055,4.71999979019165,16.719999313354492,15.979999542236328,16.790000915527344,18.65999984741211,9.257810592651367,10.923760414123535,11.600000381469728,12.166600227355955,9.87627124786377,16.0,15.899999618530272,15.285470008850098,17.399999618530273,15.600000381469728,16.600000381469727,15.30875015258789,19.899999618530277,20.5,19.78182983398437,19.70745086669922,20.5,20.0,20.61008071899414,9.901623725891112,9.8784761428833,10.24884033203125,10.208330154418944,10.190970420837402,11.197879791259766,11.267330169677734,11.16316032409668,9.461820602416992,9.525463104248049,9.716443061828612,9.525476455688477,10.775440216064451,10.815950393676758,10.787010192871094,10.775440216064451,8.37388801574707,8.605363845825195,8.414396286010742,43.96992111206055,45.047969818115234,43.78453063964844,47.28746032714844,39.45016098022461,35.086360931396484,39.35401153564453,64.0899887084961,49.534759521484375,59.9346809387207,54.937530517578125,56.00859069824219,40.40322113037109,42.15106964111328,48.59524917602539,49.22335052490234,77.10246276855469,99.99812316894533,100.0,,26.18,,,9.5,9.5,9.5,9.5,,9.5,24.03070068359375,22.092100143432617,2007.8699951171875,0.0,0.0,0.0,966.0,1633.1847016654176,58.19999885559082,0.0,0.0,0.0,778.0,1362.6135967465877,43.75,5.235359191894535,25.487499713897705,0.418578505550587,3.8627300262451136,0.6174791148303266
4387,4387,46675,2022-10-30 11:10:00,26.504589080810547,14.864239692687988,64.54535675048828,26.359909057617188,15.059049606323242,65.19230651855469,0.996598482131958,1.0006489753723145,2812.931884765625,4664.89404296875,1.0026750564575195,35.31428909301758,9.72265338897705,14.72877025604248,0.4266118109226227,0.3715913891792297,111.41000366210938,1738.0,72.91999816894531,73.5199966430664,3910.69189453125,26.02717018127441,34.32115936279297,25.998239517211918,32.0744514465332,32.03105163574219,9.59999942779541,9.550000190734863,10.0,9.429999351501465,15.859999656677246,14.460000038146973,15.989999771118164,14.18000030517578,0.0,0.0,468.0,503.0,0.0,0.0,767.0,0.0,0.0,0.0,58.59999847412109,58.29999923706055,0.0,0.0,86.4000015258789,0.0,26.287580490112305,25.665489196777344,0.0,35.29999923706055,35.400001525878906,35.29999923706055,0.0,39.59999847412109,0.0,0.0,39.70000076293945,22.0,34.20000076293945,34.29999923706055,34.20000076293945,34.20000076293945,4.739999771118164,16.90999984741211,16.09000015258789,16.979999542236328,18.799999237060547,9.278264045715332,10.976710319519045,11.800000190734863,12.200079917907717,10.207799911499023,15.800000190734863,16.100000381469727,15.14173984527588,17.399999618530273,15.5,16.5,15.088129997253418,19.899999618530277,20.5,19.69713020324707,19.769649505615234,20.700000762939453,20.0,20.41164970397949,9.803245544433594,9.89583683013916,10.214110374450684,10.196760177612305,10.24884033203125,11.23838996887207,11.197879791259766,11.221030235290527,9.484968185424805,9.46180534362793,9.687508583068848,9.51390266418457,10.873820304870604,10.862239837646484,10.815950393676758,10.798589706420898,8.39124870300293,8.628511428833008,8.420183181762695,44.9322395324707,45.196510314941406,43.09095001220703,46.91748046875,39.725830078125,34.926841735839844,41.01913833618164,64.64070892333984,49.563758850097656,58.43653106689453,54.40602111816406,56.31721115112305,40.25605010986328,41.66482925415039,48.79333114624024,49.31589889526367,76.34245300292969,100.0,100.0,,25.96,,,9.5,9.5,9.5,9.5,,9.5,24.08856964111328,22.135499954223636,1995.849998474121,0.0,0.0,0.0,971.0,1605.1349449613754,58.44999885559082,0.0,0.0,0.0,767.0,1310.616000252734,43.20000076293945,5.0762119293212855,25.41249990463257,0.42784465844029274,3.8627395629882812,0.6113534142935357
4388,4388,46676,2022-10-30 11:20:00,26.56245994567871,14.897159576416016,64.69125366210938,26.605859756469727,15.187049865722656,65.33274841308594,0.9945729970932008,0.996598482131958,2904.466064453125,4836.9140625,1.0006489753723145,35.429969787597656,9.751587867736816,14.772870063781738,0.4150207042694092,0.360240489244461,112.0,1738.0,79.7400131225586,72.0,3806.528076171875,25.896970748901367,34.04376983642578,25.88249969482422,31.98764991760254,32.0744514465332,9.609999656677246,9.579999923706056,10.039999961853027,9.420000076293944,15.859999656677246,14.510000228881836,15.989999771118164,14.18000030517578,0.0,0.0,469.0,500.0,0.0,0.0,769.0,0.0,0.0,0.0,58.79999923706055,58.20000076293945,0.0,0.0,86.5999984741211,0.0,26.186309814453125,25.622089385986328,0.0,35.5,35.5,35.400001525878906,0.0,40.59999847412109,0.0,0.0,40.70000076293945,21.899999618530277,34.0,34.0,34.0,34.0,4.809999942779541,16.420000076293945,15.59000015258789,16.75,18.43000030517578,9.261844635009766,10.967639923095703,11.899999618530272,12.132949829101562,9.937298774719238,16.299999237060547,15.899999618530272,15.395790100097656,17.5,15.5,16.5,15.280960083007812,20.0,20.5,19.720399856567383,19.81273078918457,20.399999618530277,19.899999618530277,20.58003044128418,9.976852416992188,9.907410621643066,10.127309799194336,10.190970420837402,10.17938995361328,11.192099571228027,11.22681999206543,11.249959945678713,9.467606544494627,9.53125,9.664361000061035,9.519689559936523,10.804369926452637,10.763870239257812,10.804369926452637,10.815950393676758,8.39124870300293,8.622724533081055,8.425970077514648,45.4322395324707,45.36235809326172,44.02001953125,47.11054992675781,38.75568008422852,35.49708938598633,39.62070083618164,64.3989028930664,49.92227935791016,59.99930953979492,55.99819946289063,56.33388900756836,39.7841682434082,41.72154998779297,48.89611053466797,49.44050979614258,76.02953338623047,100.0,100.0,,26.05,,,9.5,9.5,9.5,9.5,,9.5,24.11750030517578,22.135499954223636,2001.7400131225586,0.0,0.0,0.0,969.0,1654.158865750726,58.5,0.0,0.0,0.0,769.0,1359.6269119423944,43.29999923706055,5.10515022277832,25.449999809265137,0.41384651189935395,3.7469997406005824,0.6196769482266886
